Geneid	Chr	Start	End	Strand	Length	Drosha_1
mmu-miR-6405	chr19	44808501	44808523	+	23	0
mmu-miR-146b-5p	chr19	46342790	46342811	+	22	227
mmu-miR-146b-3p	chr19	46342828	46342849	+	22	0
mmu-miR-6995-5p	chr19	47273562	47273584	-	23	0
mmu-miR-6995-3p	chr19	47273519	47273539	-	21	0
mmu-miR-8090	chr19	47755062	47755081	-	20	0
mmu-miR-6407	chr19	53010679	53010701	-	23	0
mmu-miR-6715-5p	chr19	55192678	55192700	+	23	0
mmu-miR-6715-3p	chr19	55192714	55192734	+	21	0
mmu-miR-5623-5p	chr19	58051167	58051190	+	24	0
mmu-miR-5623-3p	chr19	58051215	58051236	+	22	0
mmu-miR-3086-5p	chr19	58911725	58911744	-	20	0
mmu-miR-3086-3p	chr19	58911686	58911707	-	22	0
mmu-miR-466m-5p	chr2	10466677	10466699	+	23	0
mmu-miR-466m-3p	chr2	10466713	10466734	+	22	0
mmu-miR-466f-5p	chr2	10466954	10466975	+	22	0
mmu-miR-466f-3p	chr2	10466998	10467018	+	21	0
mmu-miR-669f-5p	chr2	10467248	10467271	+	24	0
mmu-miR-669f-3p	chr2	10467285	10467307	+	23	0
mmu-miR-669e-5p	chr2	10467537	10467558	+	22	0
mmu-miR-669e-3p	chr2	10467574	10467594	+	21	0
mmu-miR-669b-5p	chr2	10467814	10467835	+	22	1
mmu-miR-669b-3p	chr2	10467851	10467873	+	23	0
mmu-miR-669d-5p	chr2	10468384	10468405	+	22	0
mmu-miR-669d-3p	chr2	10468423	10468443	+	21	0
mmu-miR-669l-5p	chr2	10468989	10469010	+	22	0
mmu-miR-669l-3p	chr2	10469027	10469048	+	22	0
mmu-miR-669d-2-3p	chr2	10471696	10471717	+	22	0
mmu-miR-297a-5p	chr2	10472264	10472285	+	22	0
mmu-miR-466o-5p	chr2	10472553	10472574	+	22	0
mmu-miR-466o-3p	chr2	10472589	10472610	+	22	0
mmu-miR-467c-5p	chr2	10473941	10473962	+	22	1
mmu-miR-467c-3p	chr2	10473977	10473998	+	22	0
mmu-miR-466b-5p	chr2	10474228	10474249	+	22	0
mmu-miR-466b-3p	chr2	10474269	10474290	+	22	0
mmu-miR-669a-5p	chr2	10474460	10474483	+	24	0
mmu-miR-669a-3-3p	chr2	10474496	10474518	+	23	0
mmu-miR-669k-5p	chr2	10475318	10475342	+	25	0
mmu-miR-669k-3p	chr2	10475364	10475384	+	21	0
mmu-miR-467a-5p	chr2	10476355	10476376	+	22	0
mmu-miR-467a-3p	chr2	10476390	10476411	+	22	0
mmu-miR-669a-3p	chr2	10476908	10476930	+	23	0
mmu-miR-669g	chr2	10477170	10477192	+	23	0
mmu-miR-669j	chr2	10477989	10478010	+	22	0
mmu-miR-466e-5p	chr2	10479099	10479120	+	22	0
mmu-miR-466e-3p	chr2	10479138	10479160	+	23	0
mmu-miR-467b-5p	chr2	10481256	10481276	+	21	0
mmu-miR-467b-3p	chr2	10481293	10481314	+	22	0
mmu-miR-466c-5p	chr2	10481544	10481567	+	24	1
mmu-miR-466c-3p	chr2	10481585	10481606	+	22	0
mmu-miR-669p-5p	chr2	10489130	10489153	+	24	0
mmu-miR-669p-3p	chr2	10489167	10489190	+	24	0
mmu-miR-467e-5p	chr2	10505731	10505752	+	22	1
mmu-miR-467e-3p	chr2	10505768	10505789	+	22	0
mmu-miR-466p-5p	chr2	10506020	10506040	+	21	0
mmu-miR-466p-3p	chr2	10506059	10506080	+	22	0
mmu-miR-467d-5p	chr2	10507640	10507661	+	22	10
mmu-miR-467d-3p	chr2	10507676	10507697	+	22	0
mmu-miR-466a-5p	chr2	10507928	10507949	+	22	0
mmu-miR-466a-3p	chr2	10507967	10507989	+	23	0
mmu-miR-297c-5p	chr2	10509026	10509047	+	22	0
mmu-miR-297c-3p	chr2	10509065	10509086	+	22	0
mmu-miR-669c-5p	chr2	10509319	10509340	+	22	6
mmu-miR-669c-3p	chr2	10509359	10509380	+	22	0
mmu-miR-297b-5p	chr2	10511686	10511707	+	22	0
mmu-miR-297b-3p	chr2	10511723	10511744	+	22	0
mmu-miR-466d-5p	chr2	10511977	10511998	+	22	3
mmu-miR-466d-3p	chr2	10512017	10512037	+	21	1
mmu-miR-669m-5p	chr2	10512814	10512836	+	23	0
mmu-miR-669m-3p	chr2	10512847	10512868	+	22	0
mmu-miR-466n-5p	chr2	10513759	10513780	+	22	3
mmu-miR-466n-3p	chr2	10513798	10513819	+	22	0
mmu-miR-669o-5p	chr2	10514318	10514340	+	23	0
mmu-miR-669o-3p	chr2	10514355	10514377	+	23	0
mmu-miR-466g	chr2	10514642	10514662	+	21	0
mmu-miR-466h-5p	chr2	10514901	10514922	+	22	0
mmu-miR-466h-3p	chr2	10514940	10514958	+	19	0
mmu-miR-297a-3p	chr2	10515869	10515890	+	22	0
mmu-miR-466l-5p	chr2	10516117	10516138	+	22	0
mmu-miR-466l-3p	chr2	10516156	10516177	+	22	0
mmu-miR-669i	chr2	10517671	10517691	+	21	0
mmu-miR-669h-5p	chr2	10518174	10518197	+	24	8
mmu-miR-669h-3p	chr2	10518219	10518240	+	22	0
mmu-miR-511-5p	chr2	14261013	14261033	+	21	0
mmu-miR-511-3p	chr2	14261051	14261072	+	22	0
mmu-miR-6419	chr2	17563541	17563562	+	22	0
mmu-miR-7655-5p	chr2	18057846	18057867	+	22	0
mmu-miR-7655-3p	chr2	18057882	18057903	+	22	1
mmu-miR-3967	chr2	22654321	22654340	+	20	0
mmu-miR-7664-5p	chr2	25059811	25059831	+	21	0
mmu-miR-7664-3p	chr2	25059851	25059873	+	23	0
mmu-miR-3087-5p	chr2	25442780	25442800	+	21	0
mmu-miR-3087-3p	chr2	25442813	25442833	+	21	0
mmu-miR-6996-5p	chr2	26470094	26470114	-	21	0
mmu-miR-6996-3p	chr2	26470059	26470081	-	23	0
mmu-miR-126a-5p	chr2	26591365	26591385	+	21	63
mmu-miR-126a-3p	chr2	26591402	26591423	+	22	3
mmu-miR-126b-5p	chr2	26591399	26591420	-	22	0
mmu-miR-126b-3p	chr2	26591363	26591385	-	23	0
mmu-miR-7578	chr2	27450549	27450572	-	24	0
mmu-miR-3088-5p	chr2	28733286	28733307	+	22	0
mmu-miR-3088-3p	chr2	28733321	28733343	+	23	0
mmu-miR-133c	chr2	29475217	29475239	-	23	0
mmu-miR-219a-2-3p	chr2	29845645	29845666	-	22	0
mmu-miR-219b-5p	chr2	29845647	29845668	+	22	0
mmu-miR-219b-3p	chr2	29845689	29845711	+	23	0
mmu-miR-6997-5p	chr2	29995955	29995976	+	22	2
mmu-miR-6997-3p	chr2	29995996	29996018	+	23	0
mmu-miR-3089-5p	chr2	30721222	30721243	+	22	0
mmu-miR-3089-3p	chr2	30721259	30721281	+	23	0
mmu-miR-6998-5p	chr2	31612426	31612447	+	22	1
mmu-miR-6998-3p	chr2	31612462	31612483	+	22	0
mmu-miR-7674-5p	chr2	32050946	32050969	+	24	1
mmu-miR-7674-3p	chr2	32050988	32051008	+	21	0
mmu-miR-3154	chr2	32318317	32318338	+	22	1
mmu-miR-199b-5p	chr2	32318485	32318507	+	23	0
mmu-miR-199b-3p	chr2	32318524	32318545	+	22	2
mmu-miR-1954	chr2	32652342	32652362	+	21	0
mmu-miR-8093	chr2	32687706	32687726	-	21	0
mmu-miR-2861	chr2	32712819	32712837	-	19	0
mmu-miR-3960	chr2	32712907	32712926	-	20	0
mmu-miR-5128	chr2	37688212	37688234	-	23	0
mmu-miR-181a-2-3p	chr2	38852788	38852809	+	22	0
mmu-miR-181b-2-3p	chr2	38853883	38853904	+	22	0
mmu-miR-6336	chr2	42447515	42447535	-	21	0
mmu-miR-5129-5p	chr2	45023146	45023167	-	22	0
mmu-miR-5129-3p	chr2	45023110	45023131	-	22	0
mmu-miR-195b	chr2	56785825	56785846	+	22	0
mmu-miR-6337	chr2	65364297	65364319	-	23	0
mmu-miR-7224-5p	chr2	67675457	67675477	+	21	0
mmu-miR-7224-3p	chr2	67675496	67675516	+	21	0
mmu-miR-6335	chr2	67781045	67781066	+	22	0
mmu-miR-10b-5p	chr2	74726074	74726096	+	23	6
mmu-miR-10b-3p	chr2	74726114	74726135	+	22	0
mmu-miR-684	chr2	80628714	80628732	-	19	0
mmu-miR-130a-5p	chr2	84741155	84741176	-	22	1
mmu-miR-130a-3p	chr2	84741116	84741137	-	22	68
mmu-miR-6999-5p	chr2	91944908	91944930	-	23	0
mmu-miR-6999-3p	chr2	91944872	91944893	-	22	0
mmu-miR-1955-5p	chr2	92191994	92192018	+	25	0
mmu-miR-1955-3p	chr2	92192035	92192055	+	21	0
mmu-miR-7000-5p	chr2	92387420	92387441	-	22	0
mmu-miR-7000-3p	chr2	92387384	92387405	-	22	0
mmu-miR-7221-5p	chr2	92592206	92592226	+	21	0
mmu-miR-7221-3p	chr2	92592257	92592277	+	21	0
mmu-miR-7222-5p	chr2	92594602	92594628	+	27	0
mmu-miR-7222-3p	chr2	92594654	92594676	+	23	0
mmu-miR-7001-5p	chr2	93421980	93422002	-	23	0
mmu-miR-7001-3p	chr2	93421929	93421948	-	20	0
mmu-miR-129-5p	chr2	94241419	94241439	-	21	3
mmu-miR-129-2-3p	chr2	94241376	94241397	-	22	3
mmu-miR-129b-5p	chr2	94241378	94241399	+	22	0
mmu-miR-129b-3p	chr2	94241420	94241442	+	23	0
mmu-miR-670-5p	chr2	94261358	94261379	-	22	0
mmu-miR-670-3p	chr2	94261316	94261340	-	25	0
mmu-miR-1902	chr2	104428871	104428892	-	22	0
mmu-miR-7002-5p	chr2	114150547	114150567	-	21	0
mmu-miR-7002-3p	chr2	114150516	114150534	-	19	0
mmu-miR-1951	chr2	115638777	115638798	+	22	0
mmu-miR-674-5p	chr2	117185151	117185172	+	22	0
mmu-miR-674-3p	chr2	117185186	117185207	+	22	1
mmu-miR-7665-5p	chr2	120017517	120017539	+	23	0
mmu-miR-7665-3p	chr2	120017558	120017579	+	22	0
mmu-miR-147-5p	chr2	122640814	122640837	+	24	0
mmu-miR-147-3p	chr2	122640850	122640871	+	22	0
mmu-miR-3473g	chr2	126902290	126902309	-	20	0
mmu-miR-6339	chr2	130016369	130016391	-	23	0
mmu-miR-6973b-5p	chr2	131040375	131040398	-	24	0
mmu-miR-6973b-3p	chr2	131040326	131040345	-	20	0
mmu-miR-103-2-5p	chr2	131288066	131288088	+	23	0
mmu-miR-3090-5p	chr2	133564722	133564742	+	21	0
mmu-miR-3090-3p	chr2	133564760	133564781	+	22	0
mmu-miR-1952	chr2	138819943	138819959	+	17	0
mmu-miR-1953	chr2	151967581	151967602	-	22	0
mmu-miR-5622-5p	chr2	152865067	152865088	+	22	0
mmu-miR-5622-3p	chr2	152865105	152865126	+	22	0
mmu-miR-695	chr2	155356831	155356852	+	22	0
mmu-miR-499-5p	chr2	155622893	155622913	+	21	1
mmu-miR-499-3p	chr2	155622929	155622951	+	23	0
mmu-miR-7685-5p	chr2	158243542	158243565	-	24	0
mmu-miR-7685-3p	chr2	158243504	158243524	-	21	0
mmu-miR-3474	chr2	158638583	158638604	+	22	0
mmu-miR-7003-5p	chr2	163068095	163068115	+	21	3
mmu-miR-7003-3p	chr2	163068137	163068155	+	19	1
mmu-miR-7678-5p	chr2	164354363	164354383	-	21	0
mmu-miR-7678-3p	chr2	164354313	164354334	-	22	0
mmu-miR-7004-5p	chr2	168640731	168640754	-	24	0
mmu-miR-7004-3p	chr2	168640696	168640716	-	21	0
mmu-miR-6340	chr2	173701098	173701120	-	23	0
mmu-miR-296-5p	chr2	174267093	174267113	-	21	16
mmu-miR-296-3p	chr2	174267058	174267079	-	22	48
mmu-miR-298-5p	chr2	174267553	174267575	-	23	356
mmu-miR-298-3p	chr2	174267514	174267535	-	22	0
mmu-miR-7005-5p	chr2	180179797	180179818	-	22	0
mmu-miR-7005-3p	chr2	180179756	180179780	-	25	0
mmu-miR-3091-5p	chr2	180257547	180257567	+	21	0
mmu-miR-3091-3p	chr2	180257580	180257601	+	22	0
mmu-miR-1a-1-5p	chr2	180389057	180389079	+	23	0
mmu-miR-7006-5p	chr2	181587939	181587963	-	25	0
mmu-miR-7006-3p	chr2	181587900	181587919	-	20	1
mmu-miR-7007-5p	chr3	20222332	20222354	-	23	0
mmu-miR-7007-3p	chr3	20222294	20222311	-	18	0
mmu-miR-3092-5p	chr3	27584958	27584979	-	22	0
mmu-miR-3092-3p	chr3	27584915	27584935	-	21	0
mmu-miR-466q	chr3	28419988	28420007	+	20	0
mmu-miR-551b-5p	chr3	29416840	29416862	+	23	0
mmu-miR-551b-3p	chr3	29416879	29416899	+	21	0
mmu-miR-21b	chr3	29636768	29636790	+	23	1
mmu-miR-7008-5p	chr3	31038971	31038994	+	24	0
mmu-miR-7008-3p	chr3	31039007	31039028	+	22	0
mmu-miR-1897-5p	chr3	34638474	34638495	+	22	0
mmu-miR-1897-3p	chr3	34638511	34638532	+	22	0
mmu-miR-6378	chr3	34922623	34922644	-	22	0
mmu-miR-7009-5p	chr3	36475498	36475519	-	22	0
mmu-miR-7009-3p	chr3	36475461	36475481	-	21	0
mmu-miR-6379	chr3	46900700	46900721	-	22	0
mmu-miR-6377	chr3	57616699	57616721	+	23	0
mmu-miR-8120	chr3	65659328	65659349	+	22	0
mmu-miR-15b-5p	chr3	69009775	69009796	+	22	0
mmu-miR-15b-3p	chr3	69009813	69009834	+	22	0
mmu-miR-16-2-3p	chr3	69009960	69009981	+	22	0
mmu-miR-7010-5p	chr3	82106284	82106305	-	22	0
mmu-miR-7010-3p	chr3	82106248	82106268	-	21	0
mmu-miR-466k	chr3	85467396	85467418	+	23	0
mmu-miR-3093-5p	chr3	88215186	88215207	+	22	0
mmu-miR-3093-3p	chr3	88215226	88215247	+	22	0
mmu-miR-7011-5p	chr3	88440924	88440946	-	23	0
mmu-miR-7011-3p	chr3	88440879	88440899	-	21	0
mmu-miR-1905	chr3	88536311	88536332	-	22	0
mmu-miR-92b-5p	chr3	89227165	89227188	-	24	2
mmu-miR-92b-3p	chr3	89227126	89227147	-	22	584
mmu-miR-7669-5p	chr3	90011188	90011210	-	23	0
mmu-miR-7669-3p	chr3	90011153	90011175	-	23	0
mmu-miR-190b-5p	chr3	90070030	90070050	+	21	0
mmu-miR-190b-3p	chr3	90070067	90070089	+	23	0
mmu-miR-7012-5p	chr3	90270154	90270176	+	23	1
mmu-miR-7012-3p	chr3	90270191	90270212	+	22	1
mmu-miR-7013-5p	chr3	95004173	95004194	+	22	0
mmu-miR-7013-3p	chr3	95004213	95004236	+	24	0
mmu-miR-7014-5p	chr3	95734947	95734968	-	22	0
mmu-miR-7014-3p	chr3	95734911	95734931	-	21	0
mmu-miR-7225-5p	chr3	97690543	97690562	-	20	0
mmu-miR-7225-3p	chr3	97690509	97690530	-	22	0
mmu-miR-6481	chr3	99199367	99199385	-	19	0
mmu-miR-669n	chr3	115979905	115979924	+	20	0
mmu-miR-137-5p	chr3	118433865	118433887	+	23	0
mmu-miR-137-3p	chr3	118433901	118433923	+	23	0
mmu-miR-760-5p	chr3	122293649	122293671	-	23	0
mmu-miR-760-3p	chr3	122293615	122293634	-	20	0
mmu-miR-7657-5p	chr3	122541661	122541681	-	21	0
mmu-miR-7657-3p	chr3	122541625	122541647	-	23	0
mmu-miR-302b-5p	chr3	127545238	127545260	+	23	0
mmu-miR-302b-3p	chr3	127545275	127545297	+	23	0
mmu-miR-302c-5p	chr3	127545368	127545389	+	22	0
mmu-miR-302c-3p	chr3	127545406	127545427	+	22	0
mmu-miR-302a-5p	chr3	127545501	127545522	+	22	0
mmu-miR-302a-3p	chr3	127545539	127545561	+	23	0
mmu-miR-302d-5p	chr3	127545629	127545651	+	23	0
mmu-miR-302d-3p	chr3	127545665	127545687	+	23	0
mmu-miR-367-5p	chr3	127545741	127545761	+	21	0
mmu-miR-367-3p	chr3	127545779	127545800	+	22	0
mmu-miR-1895	chr3	134240515	134240536	-	22	0
mmu-miR-6380	chr3	137783536	137783559	-	24	0
mmu-miR-1956	chr3	138526425	138526446	+	22	0
mmu-let-7j	chr3	140028281	140028304	+	24	0
mmu-miR-6381	chr3	142623925	142623945	-	21	0
mmu-miR-3963	chr3	151023839	151023857	-	19	0
mmu-miR-186-5p	chr3	157544285	157544306	+	22	18
mmu-miR-186-3p	chr3	157544324	157544345	+	22	0
mmu-miR-3471	chr4	3537103	3537124	+	22	0
mmu-miR-6400	chr4	15942907	15942927	-	21	0
mmu-miR-8118	chr4	33438153	33438174	+	22	0
mmu-miR-876-5p	chr4	36645422	36645443	-	22	0
mmu-miR-876-3p	chr4	36645383	36645404	-	22	0
mmu-miR-873a-5p	chr4	36668556	36668576	-	21	0
mmu-miR-873a-3p	chr4	36668520	36668540	-	21	0
mmu-miR-873b	chr4	36668565	36668586	+	22	0
mmu-miR-207	chr4	40722968	40722990	+	23	0
mmu-miR-5123	chr4	40850057	40850080	-	24	0
mmu-miR-3094-5p	chr4	40993696	40993716	+	21	0
mmu-miR-3094-3p	chr4	40993738	40993758	+	21	0
mmu-miR-5106	chr4	44221197	44221219	-	23	0
mmu-miR-5120	chr4	44607536	44607558	-	23	0
mmu-miR-1958	chr4	48213134	48213155	-	22	0
mmu-miR-32-5p	chr4	56895272	56895293	-	22	0
mmu-miR-32-3p	chr4	56895232	56895252	-	21	0
mmu-miR-3095-5p	chr4	58441064	58441085	-	22	0
mmu-miR-3095-3p	chr4	58441023	58441045	-	23	0
mmu-miR-455-5p	chr4	63256867	63256888	+	22	0
mmu-miR-455-3p	chr4	63256904	63256924	+	21	0
mmu-miR-491-5p	chr4	88122057	88122078	+	22	0
mmu-miR-491-3p	chr4	88122091	88122112	+	22	0
mmu-miR-31-5p	chr4	88910614	88910635	-	22	32
mmu-miR-31-3p	chr4	88910577	88910599	-	23	3
mmu-miR-6402	chr4	91373285	91373307	-	23	0
mmu-miR-872-5p	chr4	94665167	94665187	+	21	0
mmu-miR-872-3p	chr4	94665206	94665227	+	22	1
mmu-miR-101a-5p	chr4	101346993	101347014	-	22	1
mmu-miR-101a-3p	chr4	101346957	101346977	-	21	227
mmu-miR-6397	chr4	108087414	108087434	+	21	0
mmu-miR-761	chr4	109017669	109017690	+	22	0
mmu-miR-7226-5p	chr4	118210539	118210564	-	26	0
mmu-miR-7226-3p	chr4	118210505	118210527	-	23	25
mmu-miR-1957a	chr4	119129792	119129810	+	19	0
mmu-miR-30c-1-3p	chr4	120769546	120769567	-	22	1
mmu-miR-30f	chr4	120772621	120772642	+	22	0
mmu-miR-30e-5p	chr4	120772660	120772681	-	22	23
mmu-miR-30e-3p	chr4	120772618	120772639	-	22	3
mmu-miR-7015-5p	chr4	120973295	120973317	-	23	0
mmu-miR-7015-3p	chr4	120973259	120973279	-	21	1
mmu-miR-6398	chr4	123616493	123616513	+	21	0
mmu-miR-697	chr4	124731768	124731788	+	21	0
mmu-miR-698-3p	chr4	124743852	124743870	+	19	0
mmu-miR-698-5p	chr4	124743818	124743838	+	21	0
mmu-miR-7119-5p	chr4	126559865	126559885	+	21	0
mmu-miR-7119-3p	chr4	126559898	126559918	+	21	0
mmu-miR-8119	chr4	129557756	129557775	-	20	0
mmu-miR-7016-5p	chr4	129684546	129684566	-	21	0
mmu-miR-7016-3p	chr4	129684500	129684521	-	22	0
mmu-miR-7017-5p	chr4	133195660	133195683	+	24	1
mmu-miR-7017-3p	chr4	133195696	133195716	+	21	0
mmu-miR-5122	chr4	133369784	133369803	+	20	15
mmu-miR-7227-5p	chr4	133717089	133717108	-	20	0
mmu-miR-7227-3p	chr4	133717050	133717071	-	22	0
mmu-miR-6403	chr4	134567757	134567778	-	22	0
mmu-miR-700-5p	chr4	135416601	135416622	-	22	0
mmu-miR-700-3p	chr4	135416561	135416581	-	21	1
mmu-miR-7018-5p	chr4	137538286	137538309	+	24	0
mmu-miR-7018-3p	chr4	137538349	137538370	+	22	6
mmu-miR-6399	chr4	138163263	138163284	+	22	0
mmu-miR-7019-5p	chr4	138316173	138316195	-	23	0
mmu-miR-7019-3p	chr4	138316132	138316154	-	23	2
mmu-miR-7020-5p	chr4	139644047	139644070	+	24	0
mmu-miR-7020-3p	chr4	139644091	139644111	+	21	0
mmu-miR-2139	chr4	139967531	139967554	-	24	0
mmu-miR-7021-5p	chr4	143136136	143136157	-	22	1
mmu-miR-7021-3p	chr4	143136100	143136121	-	22	0
mmu-miR-7022-5p	chr4	148146973	148146995	-	23	1
mmu-miR-7022-3p	chr4	148146937	148146958	-	22	0
mmu-miR-5616-5p	chr4	149537863	149537883	+	21	0
mmu-miR-5616-3p	chr4	149537901	149537922	+	22	0
mmu-miR-7023-5p	chr4	149655540	149655562	-	23	0
mmu-miR-7023-3p	chr4	149655504	149655525	-	22	0
mmu-miR-34a-5p	chr4	150068473	150068494	+	22	103
mmu-miR-34a-3p	chr4	150068517	150068537	+	21	1
mmu-miR-429-5p	chr4	156053954	156053974	-	21	0
mmu-miR-429-3p	chr4	156053916	156053937	-	22	24
mmu-miR-200a-5p	chr4	156054949	156054970	-	22	1
mmu-miR-200a-3p	chr4	156054911	156054932	-	22	4
mmu-miR-200b-5p	chr4	156055721	156055742	-	22	0
mmu-miR-200b-3p	chr4	156055685	156055706	-	22	15
mmu-miR-7658-5p	chr4	156230096	156230115	-	20	0
mmu-miR-7658-3p	chr4	156230059	156230079	-	21	0
mmu-miR-879-5p	chr5	9375714	9375734	+	21	0
mmu-miR-879-3p	chr5	9375748	9375769	+	22	0
mmu-miR-671-5p	chr5	24592132	24592154	+	23	0
mmu-miR-671-3p	chr5	24592171	24592191	+	21	0
mmu-miR-1960	chr5	30170751	30170772	+	22	0
mmu-miR-5625-5p	chr5	30647936	30647956	+	21	0
mmu-miR-5625-3p	chr5	30647991	30648015	+	25	0
mmu-miR-3473e	chr5	31667296	31667316	-	21	0
mmu-miR-7024-5p	chr5	33898946	33898966	-	21	0
mmu-miR-7024-3p	chr5	33898910	33898932	-	23	0
mmu-miR-7036b-5p	chr5	34574151	34574172	+	22	0
mmu-miR-7036b-3p	chr5	34574192	34574213	+	22	0
mmu-miR-467g	chr5	34732872	34732892	-	21	0
mmu-miR-3097-5p	chr5	35021050	35021072	+	23	0
mmu-miR-3097-3p	chr5	35021094	35021115	+	22	0
mmu-miR-7689-5p	chr5	36301570	36301588	+	19	0
mmu-miR-7689-3p	chr5	36301606	36301628	+	23	0
mmu-miR-6414	chr5	41891400	41891421	+	22	0
mmu-miR-218-1-3p	chr5	48224005	48224026	+	22	0
mmu-miR-8117	chr5	50252823	50252843	+	21	0
mmu-miR-6417	chr5	52135972	52135993	-	22	0
mmu-miR-574-5p	chr5	64970328	64970350	+	23	0
mmu-miR-574-3p	chr5	64970364	64970385	+	22	0
mmu-miR-7025-5p	chr5	75176836	75176859	+	24	0
mmu-miR-7025-3p	chr5	75176878	75176899	+	22	0
mmu-miR-5098	chr5	77272767	77272787	+	21	0
mmu-miR-1187	chr5	82798964	82798986	-	23	0
mmu-miR-3969	chr5	87595963	87595982	-	20	0
mmu-miR-6415	chr5	92458559	92458580	+	22	0
mmu-miR-1961	chr5	92788465	92788481	-	17	0
mmu-miR-703	chr5	98475616	98475636	-	21	0
mmu-miR-5619-5p	chr5	104048003	104048023	+	21	0
mmu-miR-5619-3p	chr5	104048042	104048063	+	22	0
mmu-miR-7026-5p	chr5	110666116	110666136	-	21	1
mmu-miR-7026-3p	chr5	110666075	110666097	-	23	1
mmu-miR-701-5p	chr5	111004170	111004190	+	21	0
mmu-miR-701-3p	chr5	111004208	111004227	+	20	0
mmu-miR-7229-5p	chr5	113324525	113324545	-	21	0
mmu-miR-7229-3p	chr5	113324493	113324516	-	24	0
mmu-miR-7230-5p	chr5	113337623	113337645	-	23	0
mmu-miR-7230-3p	chr5	113337590	113337612	-	23	0
mmu-miR-7027-5p	chr5	114404473	114404495	+	23	0
mmu-miR-7027-3p	chr5	114404518	114404539	+	22	0
mmu-miR-7028-5p	chr5	114719515	114719537	+	23	0
mmu-miR-7028-3p	chr5	114719557	114719578	+	22	0
mmu-miR-6240	chr5	114851973	114851998	+	26	60
mmu-miR-7029-5p	chr5	115580954	115580976	+	23	0
mmu-miR-7029-3p	chr5	115580984	115581005	+	22	0
mmu-miR-7030-5p	chr5	115645578	115645599	+	22	0
mmu-miR-7030-3p	chr5	115645612	115645632	+	21	1
mmu-miR-7031-5p	chr5	121819246	121819268	-	23	0
mmu-miR-7031-3p	chr5	121819209	121819229	-	21	0
mmu-miR-8115	chr5	122682664	122682685	+	22	0
mmu-miR-7647-5p	chr5	123522674	123522695	-	22	0
mmu-miR-7647-3p	chr5	123522637	123522657	-	21	0
mmu-miR-7032-5p	chr5	123996857	123996882	+	26	0
mmu-miR-7032-3p	chr5	123996908	123996929	+	22	0
mmu-miR-3965	chr5	134326494	134326512	+	19	0
mmu-miR-7228-5p	chr5	134572076	134572094	+	19	0
mmu-miR-7228-3p	chr5	134572098	134572114	+	17	0
mmu-miR-7033-5p	chr5	135383783	135383805	-	23	0
mmu-miR-7033-3p	chr5	135383730	135383750	-	21	0
mmu-miR-7034-5p	chr5	135735864	135735884	-	21	0
mmu-miR-7034-3p	chr5	135735807	135735830	-	24	0
mmu-miR-7035-5p	chr5	136105527	136105547	+	21	0
mmu-miR-7035-3p	chr5	136105583	136105603	+	21	3
mmu-miR-721	chr5	136375777	136375797	-	21	0
mmu-miR-702-3p	chr5	136991520	136991541	+	22	90
mmu-miR-702-5p	chr5	136991442	136991462	+	21	10
mmu-miR-8116	chr5	137293800	137293820	+	21	0
mmu-miR-7036a-5p	chr5	137296661	137296683	-	23	0
mmu-miR-7036a-3p	chr5	137296624	137296646	-	23	0
mmu-miR-6418-5p	chr5	137529551	137529571	-	21	0
mmu-miR-6418-3p	chr5	137529509	137529530	-	22	0
mmu-miR-25-5p	chr5	138165370	138165391	-	22	0
mmu-miR-25-3p	chr5	138165332	138165353	-	22	12
mmu-miR-93-5p	chr5	138165574	138165596	-	23	85
mmu-miR-93-3p	chr5	138165536	138165557	-	22	3
mmu-miR-106b-5p	chr5	138165787	138165807	-	21	2
mmu-miR-106b-3p	chr5	138165746	138165767	-	22	7
mmu-miR-339-5p	chr5	139369708	139369730	-	23	2
mmu-miR-339-3p	chr5	139369673	139369695	-	23	1
mmu-miR-7037-5p	chr5	139767915	139767938	-	24	0
mmu-miR-7037-3p	chr5	139767879	139767900	-	22	0
mmu-miR-7038-5p	chr5	140427344	140427365	+	22	0
mmu-miR-7038-3p	chr5	140427388	140427409	+	22	1
mmu-miR-7039-5p	chr5	144896790	144896811	-	22	0
mmu-miR-7039-3p	chr5	144896732	144896753	-	22	0
mmu-let-7k	chr5	147283257	147283275	-	19	0
mmu-miR-653-5p	chr6	3721355	3721375	-	21	0
mmu-miR-653-3p	chr6	3721315	3721335	-	21	0
mmu-miR-489-3p	chr6	3721922	3721944	-	23	0
mmu-miR-489-5p	chr6	3721957	3721981	-	25	0
mmu-miR-6370	chr6	19555438	19555458	+	21	0
mmu-miR-592-5p	chr6	27936711	27936733	-	23	0
mmu-miR-592-3p	chr6	27936672	27936693	-	22	0
mmu-miR-129-1-3p	chr6	29022667	29022688	+	22	0
mmu-miR-182-5p	chr6	30165962	30165986	-	25	11844
mmu-miR-182-3p	chr6	30165923	30165943	-	21	4
mmu-miR-96-5p	chr6	30169506	30169528	-	23	52
mmu-miR-96-3p	chr6	30169465	30169486	-	22	0
mmu-miR-183-5p	chr6	30169711	30169732	-	22	442
mmu-miR-183-3p	chr6	30169672	30169693	-	22	15
mmu-miR-335-5p	chr6	30741314	30741336	+	23	4
mmu-miR-335-3p	chr6	30741354	30741375	+	22	18
mmu-miR-29a-5p	chr6	31062711	31062732	-	22	2
mmu-miR-29a-3p	chr6	31062673	31062694	-	22	37
